page;compartiment;selecteur;avant_plan;arriere_plan;ratio;seuil_attendu;taille_px;graisse;extrait
admin-ingredients;conforme;a[href$="dashboard"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/dashboard" class="sidebar-item">Tableau de bord</a>
admin-ingredients;conforme;.sidebar-section:nth-child(3) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Catalogue</div>
admin-ingredients;conforme;a[href$="categories"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/categories" class="sidebar-item">Catégories</a>
admin-ingredients;conforme;a[href$="products"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products" class="sidebar-item">Produits</a>
admin-ingredients;conforme;a[href$="by-category"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products/by-category" class="sidebar-item">Produits par catégorie</a>
admin-ingredients;conforme;a[href$="menus"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/menus" class="sidebar-item">Menus</a>
admin-ingredients;conforme;.sidebar-section:nth-child(4) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Stock</div>
admin-ingredients;conforme;.active;#1a1a1a;#fff3d1;15,74;4.5:1;11.3pt (15px);normal;<a href="/admin/ingredients" class="sidebar-item active">Ingrédients</a>
admin-ingredients;conforme;.sidebar-section:nth-child(5) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Pilotage</div>
admin-ingredients;conforme;.sidebar-item[href$="orders"]:nth-child(2);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/counter/orders" class="sidebar-item">Saisie commande</a>
admin-ingredients;conforme;a[href$="stats"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/stats" class="sidebar-item">Statistiques</a>
admin-ingredients;conforme;.sidebar-item[href$="orders"]:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/orders" class="sidebar-item">Commandes</a>
admin-ingredients;conforme;a[href$="display"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/kitchen/display" class="sidebar-item">Cuisine (KDS)</a>
admin-ingredients;conforme;.sidebar-section:nth-child(6) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Administration</div>
admin-ingredients;conforme;a[href$="users"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/users" class="sidebar-item">Utilisateurs</a>
admin-ingredients;conforme;a[href$="roles"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/roles" class="sidebar-item">Rôles</a>
admin-ingredients;conforme;h1;#1a1a1a;#f5f5f5;15,96;3:1;15.0pt (20px);bold;<h1 class="page-title">Stock des ingrédients</h1>
admin-ingredients;conforme;.page-subtitle;#69707d;#f5f5f5;4,57;4.5:1;9.8pt (13px);normal;<p class="page-subtitle">Ce qui est bas à réapprovisionner, en un coup d'œil</p>
admin-ingredients;conforme;a[href$="new"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/ingredients/new">Nouvel ingrédient</a>
admin-ingredients;conforme;.toc__label;#69707d;#f9fafb;4,76;4.5:1;9.8pt (13px);normal;<p class="toc__label">Aller à la section :</p>
admin-ingredients;conforme;li:nth-child(1) > a;#1a1a1a;#f9fafb;16,65;4.5:1;9.8pt (13px);normal;<a href="#ingredients-a-reapprovisionner">À réapprovisionner</a>
admin-ingredients;conforme;a[href$="#ingredients-tous"];#1a1a1a;#f9fafb;16,65;4.5:1;9.8pt (13px);normal;<a href="#ingredients-tous">Tous les ingrédients</a>
admin-ingredients;conforme;.stock-explainer:nth-child(4);#4a4a4a;#fffbeb;8,54;4.5:1;9.8pt (13px);normal;<p class="stock-explainer"> Le stock pilote ce qui est commandable sur la borne. Un ingrédient requi
admin-ingredients;conforme;.stock-summary__item--danger > .stock-summary__count;#991b1b;#ffffff;8,31;3:1;21.0pt (28px);bold;<span class="stock-summary__count">0</span>
admin-ingredients;conforme;.stock-summary__item--danger > .stock-summary__label;#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<span class="stock-summary__label">critiques</span>
admin-ingredients;conforme;.stock-summary__item--warning > .stock-summary__count;#92400e;#ffffff;7,09;3:1;21.0pt (28px);bold;<span class="stock-summary__count">0</span>
admin-ingredients;conforme;.stock-summary__item--warning > .stock-summary__label;#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<span class="stock-summary__label">en alerte</span>
admin-ingredients;conforme;.stock-summary__item--success > .stock-summary__count;#065f46;#ffffff;7,68;3:1;21.0pt (28px);bold;<span class="stock-summary__count">50</span>
admin-ingredients;conforme;.stock-summary__item--success > .stock-summary__label;#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<span class="stock-summary__label">au-dessus du seuil</span>
admin-ingredients;conforme;.stock-explainer--warning;#92400e;#fef3c7;6,36;4.5:1;9.8pt (13px);normal;<p class="stock-explainer stock-explainer--warning" role="status">
admin-ingredients;conforme;strong;#92400e;#fef3c7;6,36;4.5:1;9.8pt (13px);bold;<strong>5</strong>
admin-ingredients;conforme;#ingredients-a-reapprovisionner > .stock-section__title;#1a1a1a;#f5f5f5;15,96;4.5:1;12.0pt (16px);bold;<h2 class="stock-section__title">À réapprovisionner</h2>
admin-ingredients;conforme;.stock-empty;#065f46;#d1fae5;6,77;4.5:1;10.5pt (14px);normal;<div class="stock-empty stock-empty--ok"> Tous les ingrédients sont au-dessus de leurs seuils. </div
admin-ingredients;conforme;#ingredients-tous > .stock-section__title;#1a1a1a;#f5f5f5;15,96;4.5:1;12.0pt (16px);bold;<h2 class="stock-section__title">Tous les ingrédients</h2>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__main > .stock-list__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);normal;<span class="stock-list__name">Brownie</span>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__main > .stock-list__unit;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-list__unit">pièce</span>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__main > .pill.pill-success;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Actif</span>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__bar > .stock-bar__meta > .stock-bar__pct;#1a1a1a;#ffffff;17,4;4.5:1;9.0pt (12px);normal;<span class="stock-bar__pct">100%</span>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__bar > .stock-bar__meta > .stock-bar__qty;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-bar__qty">150 / 150</span>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__actions.row-actions > .btn-secondary:nth-child(1);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/35/inventory">Inventaire</a>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__actions.row-actions > .btn-secondary[href$="adjust"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/35/adjust">Ajuster</a>
admin-ingredients;conforme;button[data-id="35"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button type="button" class="btn btn-ghost btn-sm" data-threshold-open="" data-id="35" data-name="Br
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__actions.row-actions > .btn-ghost:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/35/movements">Mouvements</a>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__actions.row-actions > .stock-list__crud > .btn-ghost[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/35/edit">Modifier</a>
admin-ingredients;conforme;form[action="/admin/ingredients/35/toggle"] > button[type="submit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button class="btn btn-ghost btn-sm" type="submit">Désactiver</button>
admin-ingredients;conforme;li[data-row-key="ingredient:35"] > .stock-list__actions.row-actions > .stock-list__crud > .row-actions__danger > .btn-ghost[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/35/delete">Supprimer</a>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__main > .stock-list__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);normal;<span class="stock-list__name">Cheddar</span>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__main > .stock-list__unit;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-list__unit">tranche</span>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__main > .pill.pill-success;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Actif</span>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__bar > .stock-bar__meta > .stock-bar__pct;#1a1a1a;#ffffff;17,4;4.5:1;9.0pt (12px);normal;<span class="stock-bar__pct">100%</span>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__bar > .stock-bar__meta > .stock-bar__qty;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-bar__qty">600 / 600</span>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__actions.row-actions > .btn-secondary:nth-child(1);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/11/inventory">Inventaire</a>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__actions.row-actions > .btn-secondary[href$="adjust"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/11/adjust">Ajuster</a>
admin-ingredients;conforme;button[data-id="11"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button type="button" class="btn btn-ghost btn-sm" data-threshold-open="" data-id="11" data-name="Ch
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__actions.row-actions > .btn-ghost:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/11/movements">Mouvements</a>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__actions.row-actions > .stock-list__crud > .btn-ghost[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/11/edit">Modifier</a>
admin-ingredients;conforme;form[action="/admin/ingredients/11/toggle"] > button[type="submit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button class="btn btn-ghost btn-sm" type="submit">Désactiver</button>
admin-ingredients;conforme;li[data-row-key="ingredient:11"] > .stock-list__actions.row-actions > .stock-list__crud > .row-actions__danger > .btn-ghost[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/11/delete">Supprimer</a>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__main > .stock-list__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);normal;<span class="stock-list__name">Cheesecake</span>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__main > .stock-list__unit;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-list__unit">pièce</span>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__main > .pill.pill-success;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Actif</span>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__bar > .stock-bar__meta > .stock-bar__pct;#1a1a1a;#ffffff;17,4;4.5:1;9.0pt (12px);normal;<span class="stock-bar__pct">100%</span>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__bar > .stock-bar__meta > .stock-bar__qty;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-bar__qty">150 / 150</span>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__actions.row-actions > .btn-secondary:nth-child(1);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/36/inventory">Inventaire</a>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__actions.row-actions > .btn-secondary[href$="adjust"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/36/adjust">Ajuster</a>
admin-ingredients;conforme;button[data-id="36"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button type="button" class="btn btn-ghost btn-sm" data-threshold-open="" data-id="36" data-name="Ch
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__actions.row-actions > .btn-ghost:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/36/movements">Mouvements</a>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__actions.row-actions > .stock-list__crud > .btn-ghost[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/36/edit">Modifier</a>
admin-ingredients;conforme;form[action="/admin/ingredients/36/toggle"] > button[type="submit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button class="btn btn-ghost btn-sm" type="submit">Désactiver</button>
admin-ingredients;conforme;li[data-row-key="ingredient:36"] > .stock-list__actions.row-actions > .stock-list__crud > .row-actions__danger > .btn-ghost[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/36/delete">Supprimer</a>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__main > .stock-list__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);normal;<span class="stock-list__name">Cookie</span>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__main > .stock-list__unit;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-list__unit">pièce</span>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__main > .pill.pill-success;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Actif</span>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__bar > .stock-bar__meta > .stock-bar__pct;#1a1a1a;#ffffff;17,4;4.5:1;9.0pt (12px);normal;<span class="stock-bar__pct">100%</span>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__bar > .stock-bar__meta > .stock-bar__qty;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="stock-bar__qty">150 / 150</span>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__actions.row-actions > .btn-secondary:nth-child(1);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/37/inventory">Inventaire</a>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__actions.row-actions > .btn-secondary[href$="adjust"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-secondary btn-sm" href="/admin/ingredients/37/adjust">Ajuster</a>
admin-ingredients;conforme;button[data-id="37"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button type="button" class="btn btn-ghost btn-sm" data-threshold-open="" data-id="37" data-name="Co
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__actions.row-actions > .btn-ghost:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/37/movements">Mouvements</a>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__actions.row-actions > .stock-list__crud > .btn-ghost[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/37/edit">Modifier</a>
admin-ingredients;conforme;form[action="/admin/ingredients/37/toggle"] > button[type="submit"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<button class="btn btn-ghost btn-sm" type="submit">Désactiver</button>
admin-ingredients;conforme;li[data-row-key="ingredient:37"] > .stock-list__actions.row-actions > .stock-list__crud > .row-actions__danger > .btn-ghost[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a class="btn btn-ghost btn-sm" href="/admin/ingredients/37/delete">Supprimer</a>
admin-ingredients;conforme;.a11y-toggle__icon;#1a1a1a;#ffffff;17,4;4.5:1;11.3pt (15px);bold;<span class="a11y-toggle__icon" aria-hidden="true">Aa</span>
admin-ingredients;conforme;.a11y-toggle__label;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);bold;<span class="a11y-toggle__label">Police adaptée</span>
admin-menu-formulaire;conforme;.topbar-user-avatar;#ffc72c;#1a1a1a;11,15;4.5:1;9.8pt (13px);bold;<div class="topbar-user-avatar">WA</div>
admin-menu-formulaire;conforme;.topbar-user-name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<div class="topbar-user-name">Wakdo Admin</div>
admin-menu-formulaire;conforme;.topbar-user-role;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);normal;<div class="topbar-user-role">Administrateur</div>
admin-menu-formulaire;conforme;.sidebar-brand-name;#1a1a1a;#ffffff;17,4;3:1;15.8pt (21px);bold;<span class="sidebar-brand-name">Wak<span>do</span></span>
admin-menu-formulaire;conforme;.sidebar-brand-name > span;#ae7f09;#ffffff;3,59;3:1;15.8pt (21px);bold;<span>do</span>
admin-menu-formulaire;conforme;.sidebar-section:nth-child(2) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Vue d'ensemble</div>
admin-menu-formulaire;conforme;a[href$="dashboard"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/dashboard" class="sidebar-item">Tableau de bord</a>
admin-menu-formulaire;conforme;.sidebar-section:nth-child(3) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Catalogue</div>
admin-menu-formulaire;conforme;a[href$="categories"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/categories" class="sidebar-item">Catégories</a>
admin-menu-formulaire;conforme;a[href$="products"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products" class="sidebar-item">Produits</a>
admin-menu-formulaire;conforme;a[href$="by-category"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products/by-category" class="sidebar-item">Produits par catégorie</a>
admin-menu-formulaire;conforme;.active;#1a1a1a;#fff3d1;15,74;4.5:1;11.3pt (15px);normal;<a href="/admin/menus" class="sidebar-item active">Menus</a>
admin-menu-formulaire;conforme;.sidebar-section:nth-child(4) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Stock</div>
admin-menu-formulaire;conforme;a[href$="ingredients"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/ingredients" class="sidebar-item">Ingrédients</a>
admin-menu-formulaire;conforme;.sidebar-section:nth-child(5) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Pilotage</div>
admin-menu-formulaire;conforme;.sidebar-item[href$="orders"]:nth-child(2);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/counter/orders" class="sidebar-item">Saisie commande</a>
admin-menu-formulaire;conforme;a[href$="stats"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/stats" class="sidebar-item">Statistiques</a>
admin-menu-formulaire;conforme;.sidebar-item[href$="orders"]:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/orders" class="sidebar-item">Commandes</a>
admin-menu-formulaire;conforme;a[href$="display"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/kitchen/display" class="sidebar-item">Cuisine (KDS)</a>
admin-menu-formulaire;conforme;.sidebar-section:nth-child(6) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Administration</div>
admin-menu-formulaire;conforme;a[href$="users"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/users" class="sidebar-item">Utilisateurs</a>
admin-menu-formulaire;conforme;a[href$="roles"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/roles" class="sidebar-item">Rôles</a>
admin-menu-formulaire;conforme;h1;#1a1a1a;#f5f5f5;15,96;3:1;15.0pt (20px);bold;<h1 class="page-title">Nouveau menu</h1>
admin-menu-formulaire;conforme;label[for="category_id"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="category_id">Catégorie</label>
admin-menu-formulaire;conforme;#category_id;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<select class="form-input" id="category_id" name="category_id" required="" aria-describedby="categor
admin-menu-formulaire;conforme;label[for="burger_product_id"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="burger_product_id">Burger de base</label>
admin-menu-formulaire;conforme;#burger_product_id;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<select class="form-input" id="burger_product_id" name="burger_product_id" required="" aria-describe
admin-menu-formulaire;conforme;label[for="name"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="name">Nom</label>
admin-menu-formulaire;conforme;#name;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="text" id="name" name="name" maxlength="120" value="" required="" ari
admin-menu-formulaire;conforme;label[for="price_normal_cents"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="price_normal_cents">Prix Normal (en euros)</label>
admin-menu-formulaire;conforme;#price_normal_cents;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="text" inputmode="decimal" id="price_normal_cents" name="price_normal
admin-menu-formulaire;conforme;label[for="price_maxi_cents"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="price_maxi_cents">Prix Maxi (en euros)</label>
admin-menu-formulaire;conforme;#price_maxi_cents;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="text" inputmode="decimal" id="price_maxi_cents" name="price_maxi_cen
admin-menu-formulaire;conforme;label[for="display_order"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="display_order">Ordre d'affichage</label>
admin-menu-formulaire;conforme;#display_order;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="number" id="display_order" name="display_order" min="0" max="65535" 
admin-menu-formulaire;conforme;.form-group:nth-child(8) > .form-label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label"><input type="checkbox" name="is_available" value="1" checked=""> Disponibl
admin-menu-formulaire;conforme;#menu-form > fieldset > legend;#1a1a1a;#f5f5f5;15,96;4.5:1;11.3pt (15px);bold;<legend>Slots de composition</legend>
admin-menu-formulaire;conforme;small;#1a1a1a;#f5f5f5;15,96;4.5:1;8.8pt (11.6667px);normal;<small>Au moins un slot, chacun avec au moins une option. Les choix proposés au client par slot.</sm
admin-menu-formulaire;conforme;.slot-block > legend;#1a1a1a;#f5f5f5;15,96;4.5:1;11.3pt (15px);bold;<legend>Slot du menu</legend>
admin-menu-formulaire;conforme;.slot-block > div:nth-child(2) > label:nth-child(1);#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<label>Nom du slot <input class="form-input slot-name" type="text" maxlength="80" aria-describedby="
admin-menu-formulaire;conforme;.slot-name;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input slot-name" type="text" maxlength="80" aria-describedby="champ-7-live-error"
admin-menu-formulaire;conforme;div:nth-child(2) > label:nth-child(3);#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<label> Type <select class="form-input slot-type"><option value="drink">Boisson</option><option valu
admin-menu-formulaire;conforme;.slot-type;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<select class="form-input slot-type"><option value="drink">Boisson</option><option value="side">Acco
admin-menu-formulaire;conforme;div:nth-child(2) > label:nth-child(4);#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<label><input class="slot-required" type="checkbox"> Requis</label>
admin-menu-formulaire;conforme;.slot-remove;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<button class="btn btn-secondary slot-remove" type="button">Retirer</button>
admin-menu-formulaire;conforme;.slot-options > label:nth-child(1);#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<label style="display: block  line-height: 28px "><input class="slot-option" type="checkbox" value="
admin-menu-formulaire;conforme;label:nth-child(2);#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<label style="display: block  line-height: 28px "><input class="slot-option" type="checkbox" value="
admin-menu-formulaire;conforme;.a11y-toggle__icon;#1a1a1a;#ffffff;17,4;4.5:1;11.3pt (15px);bold;<span class="a11y-toggle__icon" aria-hidden="true">Aa</span>
admin-menu-formulaire;conforme;.a11y-toggle__label;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);bold;<span class="a11y-toggle__label">Police adaptée</span>
admin-produit-formulaire;conforme;.topbar-user-avatar;#ffc72c;#1a1a1a;11,15;4.5:1;9.8pt (13px);bold;<div class="topbar-user-avatar">WA</div>
admin-produit-formulaire;conforme;.topbar-user-name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<div class="topbar-user-name">Wakdo Admin</div>
admin-produit-formulaire;conforme;.topbar-user-role;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);normal;<div class="topbar-user-role">Administrateur</div>
admin-produit-formulaire;conforme;.sidebar-brand-name;#1a1a1a;#ffffff;17,4;3:1;15.8pt (21px);bold;<span class="sidebar-brand-name">Wak<span>do</span></span>
admin-produit-formulaire;conforme;.sidebar-brand-name > span;#ae7f09;#ffffff;3,59;3:1;15.8pt (21px);bold;<span>do</span>
